"","Rubrica","UF","Data","Valor"
"315","Total-Despesas","AC","2013-03-31",306132301
"316","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2013-04-30",120712047
"317","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2013-04-30",16481788
"318","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2013-04-30",24642962
"319","Total-Receitas","AC","2013-04-30",315278464
"320","Total-Despesas","AC","2013-04-30",315820674
"321","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2013-05-31",137186122
"322","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2013-05-31",18395231
"323","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2013-05-31",29898887
"324","Total-Receitas","AC","2013-05-31",379514798
"325","Total-Despesas","AC","2013-05-31",335095543
"326","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2013-06-30",139997458
"327","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2013-06-30",17740591
"328","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2013-06-30",29786518
"329","Total-Receitas","AC","2013-06-30",359016431
"330","Total-Despesas","AC","2013-06-30",325591390
"331","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2013-07-31",128502869
"332","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2013-07-31",15251760
"333","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2013-07-31",24298415
"334","Total-Receitas","AC","2013-07-31",308160781
"335","Total-Despesas","AC","2013-07-31",329774216
"336","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2013-08-31",121416910
"337","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2013-08-31",17329740
"338","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2013-08-31",29516328
"339","Total-Receitas","AC","2013-08-31",316852008
"340","Total-Despesas","AC","2013-08-31",345075827
"341","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2013-09-30",138650010
"342","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2013-09-30",20397984
"343","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2013-09-30",22843257
"344","Total-Receitas","AC","2013-09-30",299540111
"345","Total-Despesas","AC","2013-09-30",360752856
"346","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2013-10-31",160160869
"347","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2013-10-31",18557341
"348","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2013-10-31",41499112
"349","Total-Receitas","AC","2013-10-31",329072265
"350","Total-Despesas","AC","2013-10-31",430777995
"351","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2013-11-30",166482546
"352","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2013-11-30",15652484
"353","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2013-11-30",42780931
"354","Total-Receitas","AC","2013-11-30",434845859
"355","Total-Despesas","AC","2013-11-30",499139338
"356","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2013-12-31",285389735
"357","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2013-12-31",43257125
"358","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2013-12-31",54519855
"359","Total-Receitas","AC","2013-12-31",562935997
"360","Total-Despesas","AC","2013-12-31",820506524
"361","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-01-31",139629918
"362","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-01-31",17111690
"363","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-01-31",32033179
"364","Total-Receitas","AC","2014-01-31",541158566
"365","Total-Despesas","AC","2014-01-31",352533603
"366","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-02-28",131849143
"367","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-02-28",25313304
"368","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-02-28",30756814
"369","Total-Receitas","AC","2014-02-28",492053805
"370","Total-Despesas","AC","2014-02-28",362210316
"371","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-03-31",134989286
"372","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-03-31",20470302
"373","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-03-31",30172884
"374","Total-Receitas","AC","2014-03-31",336756707
"375","Total-Despesas","AC","2014-03-31",335599915
"376","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-04-30",130978637
"377","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-04-30",21093447
"378","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-04-30",31342446
"379","Total-Receitas","AC","2014-04-30",326505541
"380","Total-Despesas","AC","2014-04-30",327760764
"381","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-05-31",133211409
"382","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-05-31",21725314
"383","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-05-31",36436771
"384","Total-Receitas","AC","2014-05-31",406342474
"385","Total-Despesas","AC","2014-05-31",334594306
"386","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-06-30",143089970
"387","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-06-30",21453281
"388","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-06-30",27468569
"389","Total-Receitas","AC","2014-06-30",401172057
"390","Total-Despesas","AC","2014-06-30",360873303
"391","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-07-31",149120886
"392","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-07-31",22565574
"393","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-07-31",28789801
"394","Total-Receitas","AC","2014-07-31",393994765
"395","Total-Despesas","AC","2014-07-31",479749110
"396","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-08-31",130406089
"397","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-08-31",21117096
"398","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-08-31",35861582
"399","Total-Receitas","AC","2014-08-31",425695483
"400","Total-Despesas","AC","2014-08-31",455574148
"401","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-09-30",123050431
"402","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-09-30",21104384
"403","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-09-30",33990510
"404","Total-Receitas","AC","2014-09-30",381935939
"405","Total-Despesas","AC","2014-09-30",425319376
"406","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-10-31",156453393
"407","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-10-31",22574668
"408","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-10-31",30655518
"409","Total-Receitas","AC","2014-10-31",374152360
"410","Total-Despesas","AC","2014-10-31",437261328
"411","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-11-30",258553522
"412","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-11-30",29096733
"413","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-11-30",45353260
"414","Total-Receitas","AC","2014-11-30",444450456
"415","Total-Despesas","AC","2014-11-30",547972839
"416","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2014-12-31",387215860
"417","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2014-12-31",71819934
"418","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2014-12-31",104005791
"419","Total-Receitas","AC","2014-12-31",538693448
"420","Total-Despesas","AC","2014-12-31",921034528
"421","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-01-31",161987291
"422","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-01-31",21924534
"423","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-01-31",36485590
"424","Total-Receitas","AC","2015-01-31",447435059
"425","Total-Despesas","AC","2015-01-31",322168649
"426","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-02-28",117236845
"427","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-02-28",20574041
"428","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-02-28",40305123
"429","Total-Receitas","AC","2015-02-28",404719036
"430","Total-Despesas","AC","2015-02-28",256931478
"431","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-03-31",136131073
"432","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-03-31",21184624
"433","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-03-31",35017373
"434","Total-Receitas","AC","2015-03-31",348618451
"435","Total-Despesas","AC","2015-03-31",306804163
"436","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-04-30",141146519
"437","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-04-30",21017682
"438","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-04-30",41238012
"439","Total-Receitas","AC","2015-04-30",386221140
"440","Total-Despesas","AC","2015-04-30",331569650
"441","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-05-31",147854810
"442","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-05-31",23102669
"443","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-05-31",42134113
"444","Total-Receitas","AC","2015-05-31",387133094
"445","Total-Despesas","AC","2015-05-31",330951738
"446","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-06-30",147954827
"447","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-06-30",21920258
"448","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-06-30",39217855
"449","Total-Receitas","AC","2015-06-30",382816316
"450","Total-Despesas","AC","2015-06-30",322547645
"451","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-07-31",156915418
"452","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-07-31",22643565
"453","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-07-31",40376463
"454","Total-Receitas","AC","2015-07-31",358375871
"455","Total-Despesas","AC","2015-07-31",361747053
"456","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-08-31",132196434
"457","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-08-31",21359943
"458","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-08-31",39133517
"459","Total-Receitas","AC","2015-08-31",348807406
"460","Total-Despesas","AC","2015-08-31",330689545
"461","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-09-30",118798359
"462","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-09-30",21578296
"463","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-09-30",39509761
"464","Total-Receitas","AC","2015-09-30",331692021
"465","Total-Despesas","AC","2015-09-30",319977994
"466","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-10-31",156781536
"467","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-10-31",20365616
"468","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-10-31",36278733
"469","Total-Receitas","AC","2015-10-31",319881096
"470","Total-Despesas","AC","2015-10-31",359759162
"471","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-11-30",243873621
"472","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-11-30",19312570
"473","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-11-30",58277734
"474","Total-Receitas","AC","2015-11-30",348953187
"475","Total-Despesas","AC","2015-11-30",497771421
"476","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2015-12-31",417157151
"477","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2015-12-31",81297879
"478","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2015-12-31",123515378
"479","Total-Receitas","AC","2015-12-31",504836910
"480","Total-Despesas","AC","2015-12-31",835447091
"481","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-01-31",180933736
"482","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-01-31",29073941
"483","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-01-31",52260603
"484","Total-Receitas","AC","2016-01-31",429768031
"485","Total-Despesas","AC","2016-01-31",307870224
"486","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-02-29",140627929
"487","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-02-29",34649469
"488","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-02-29",45122527
"489","Total-Receitas","AC","2016-02-29",409745470
"490","Total-Despesas","AC","2016-02-29",259013083
"491","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-03-31",154861139
"492","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-03-31",32470367
"493","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-03-31",49472114
"494","Total-Receitas","AC","2016-03-31",361076675
"495","Total-Despesas","AC","2016-03-31",326080235
"496","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-04-30",171576401
"497","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-04-30",32219288
"498","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-04-30",49387646
"499","Total-Receitas","AC","2016-04-30",372846174
"500","Total-Despesas","AC","2016-04-30",358932433
"501","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-05-31",162747769
"502","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-05-31",34226133
"503","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-05-31",43895251
"504","Total-Receitas","AC","2016-05-31",433533445
"505","Total-Despesas","AC","2016-05-31",358480876
"506","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-06-30",159376936
"507","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-06-30",29608854
"508","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-06-30",53658391
"509","Total-Receitas","AC","2016-06-30",415884373
"510","Total-Despesas","AC","2016-06-30",360573678
"511","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-07-31",146829646
"512","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-07-31",27980025
"513","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-07-31",44346692
"514","Total-Receitas","AC","2016-07-31",384798384
"515","Total-Despesas","AC","2016-07-31",351853030
"516","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-08-31",140759713
"517","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-08-31",29011143
"518","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-08-31",42748116
"519","Total-Receitas","AC","2016-08-31",347290680
"520","Total-Despesas","AC","2016-08-31",335881263
"521","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-09-30",118495329
"522","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-09-30",23922425
"523","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-09-30",36205343
"524","Total-Receitas","AC","2016-09-30",331933680
"525","Total-Despesas","AC","2016-09-30",290219924
"526","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-10-31",157191590
"527","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-10-31",30710053
"528","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-10-31",47284879
"529","Total-Receitas","AC","2016-10-31",388773273
"530","Total-Despesas","AC","2016-10-31",374765354
"531","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-11-30",219454087
"532","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-11-30",43599170
"533","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-11-30",64292306
"534","Total-Receitas","AC","2016-11-30",566800761
"535","Total-Despesas","AC","2016-11-30",522002275
"536","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2016-12-31",385689708
"537","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2016-12-31",76321301
"538","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2016-12-31",118972066
"539","Total-Receitas","AC","2016-12-31",770628895
"540","Total-Despesas","AC","2016-12-31",955573163
"541","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-01-31",165199264
"542","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-01-31",30141774
"543","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-01-31",52534764
"544","Total-Receitas","AC","2017-01-31",531196518
"545","Total-Despesas","AC","2017-01-31",367671916
"546","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-02-28",119197140
"547","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-02-28",26216650
"548","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-02-28",33593076
"549","Total-Receitas","AC","2017-02-28",433786093
"550","Total-Despesas","AC","2017-02-28",283504842
"551","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-03-31",137971591
"552","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-03-31",24524056
"553","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-03-31",52899218
"554","Total-Receitas","AC","2017-03-31",387176538
"555","Total-Despesas","AC","2017-03-31",352197025
"556","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-04-30",154454925
"557","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-04-30",33425684
"558","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-04-30",35660497
"559","Total-Receitas","AC","2017-04-30",427647784
"560","Total-Despesas","AC","2017-04-30",373729560
"561","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-05-31",194855493
"562","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-05-31",40921728
"563","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-05-31",64727330
"564","Total-Receitas","AC","2017-05-31",470648016
"565","Total-Despesas","AC","2017-05-31",484651709
"566","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-06-30",204960129
"567","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-06-30",38309156
"568","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-06-30",56354567
"569","Total-Receitas","AC","2017-06-30",459138531
"570","Total-Despesas","AC","2017-06-30",475428831
"571","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-07-31",184241087
"572","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-07-31",34010205
"573","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-07-31",48730311
"574","Total-Receitas","AC","2017-07-31",392332536
"575","Total-Despesas","AC","2017-07-31",437724017
"576","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-08-31",167538914
"577","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-08-31",35701530
"578","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-08-31",57804270
"579","Total-Receitas","AC","2017-08-31",416727992
"580","Total-Despesas","AC","2017-08-31",422969046
"581","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-09-30",155907631
"582","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-09-30",29428312
"583","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-09-30",48218510
"584","Total-Receitas","AC","2017-09-30",405224206
"585","Total-Despesas","AC","2017-09-30",398691274
"586","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-10-31",166332367
"587","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-10-31",34429522
"588","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-10-31",49370049
"589","Total-Receitas","AC","2017-10-31",419830374
"590","Total-Despesas","AC","2017-10-31",417342968
"591","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","AC","2017-11-30",183484192
"592","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","AC","2017-11-30",44041873
"593","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","AC","2017-11-30",50890039
